koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
FALSE POSITIVE,1.89117723,132.7285,1.207,6.986,1.76E+02,0.219581,0.01066,164.49,0.0276,17.1,714,5086,2.66,-1.14,6.86,0.784,15.003,16.102,14.941,14.532,14.249,13.069,12.401,12.26
FALSE POSITIVE,52.884577,147.01058,1.272,7.892,1.20E+04,0.408862,0.20238,48.13,0.2861,87.65,3,6483,4.42,-0.28,1.078,1.114,15.694,16.096,15.662,15.522,15.462,14.564,14.246,14.178
FALSE POSITIVE,1.429439352,132.74659,1.298,2.424,3.37E+03,0.363114,0.11211,54.36,0.026,55.59,939,6491,4.223,-0.28,1.371,1.147,12.335,12.634,12.289,12.207,12.23,11.353,11.115,11.05
CANDIDATE,8.8324193,137.7004,0.185,2.252,7.41E+01,0.007933,6.3509,0.98,0.0812,89.38,150,6060,4.29,-0.4,1.133,0.914,13.303,13.734,13.271,13.119,13.083,12.166,11.843,11.83
FALSE POSITIVE,2.821328194,131.680097,0.537,5.02692,6.48E+04,0.243233,0.27651,40,0.0403,83.69,477,6701,4.121,-0.54,1.506,1.092,13.116,13.387,13.066,13,12.978,12.18,11.966,11.912
CANDIDATE,5.88836941,136.02799,0.249,1.05,1.20E+02,0.01018,40.31668,1.21,0.0649,89.66,230,6243,4.39,-0.14,1.084,1.048,14.199,14.6,14.152,14.027,13.98,13.124,12.827,12.794
FALSE POSITIVE,11.9613085,131.9131819,0.616,4.6414,3.11E+05,0.601755,3.26747,51.58,0.0977,88.79,0,5564,4.587,-0.26,0.785,0.878,15.308,15.859,15.255,15.072,14.965,14.062,13.707,13.569
FALSE POSITIVE,204.280255,164.7235,0.875,37.2,1.06E+04,0.11318,0.0109,8.99,0.6133,88.26,7,4907,4.582,-0.12,0.727,0.737,15.615,16.437,15.553,15.263,15.083,13.966,13.423,13.388
FALSE POSITIVE,0.572079631,132.0189884,0.793,2.27811,1.28E+05,0.422048,0.90287,29.45,0.0116,71.51,1875,5233,4.625,-0.96,0.639,0.627,14.235,14.872,14.206,13.962,13.795,12.803,12.36,12.317
FALSE POSITIVE,0.822314545,131.7125281,0.447,3.3374,3.27E+01,0.005316,0.17215,0.54,0.0161,75.87,1627,5709,4.409,-0.34,0.938,0.824,13.23,13.727,13.179,13.017,12.927,12.022,11.715,11.616
FALSE POSITIVE,31.00539285,150.8616525,0.305,3.073,5.60E+05,0.728004,44.34222,141.82,0.1881,89.87,0,5023,3.9,0.04,1.784,0.921,14.991,15.8,14.929,14.645,14.483,13.359,12.86,12.733
FALSE POSITIVE,2.189097,132.0841,1.246,5.768,3.00E+03,0.313969,0.02117,13.92,0.0248,44.59,523,3624,4.848,-0.2,0.406,0.425,15.999,17.543,16.158,15.337,14.895,13.62,12.944,12.733
FALSE POSITIVE,17.51191534,134.39065,0.008,5.678,7.29E+02,0.023076,0.86473,52.64,0.1308,89.98,64,4029,1.786,0.3,20.888,0.972,9.242,10.774,9.34,8.585,8.137,6.709,5.868,5.642
CANDIDATE,521.10826,189.5977,0.3485,18.36,2.45E+02,0.014478,0.6145,1.5,1.2173,89.95,3,5942,4.432,-0.4,0.947,0.884,14.163,14.637,14.122,13.959,13.857,13.006,12.669,12.633
FALSE POSITIVE,41.3701638,166.1673,0.653,29.254,6.91E+03,0.079755,0.00897,59.95,0.2369,85.99,24,4764,2.777,-0.18,6.883,1.035,12.799,13.762,12.759,12.386,12.115,10.998,10.348,10.207
FALSE POSITIVE,1.306220168,132.1122056,0.352,5.14519,4.81E+05,0.677492,0.41499,83.16,0.0217,83.96,823,6600,4.238,-1.52,1.124,0.796,13.242,13.541,13.224,13.114,13.053,12.25,11.957,11.866
FALSE POSITIVE,631.632,239.8779,0.4544,16.13,2.95E+02,0.015956,0.95288,1.56,1.3955,89.95,3,5689,4.493,-0.14,0.894,0.906,14.358,14.9,14.298,14.125,14.013,13.09,12.771,12.703
FALSE POSITIVE,0.756511623,131.9298652,1.216,2.81832,4.16E+04,0.500222,0.36943,77.4,0.0171,57.06,888,6343,4.199,-0.14,1.417,1.157,13.448,13.83,13.385,13.285,13.22,11.927,11.791,11.691
FALSE POSITIVE,10.84528655,138.334343,1.307,4.3876,7.47E+03,0.416626,0.18187,319.52,0.1254,82.79,124,5096,3.094,0.07,7.023,2.233,12.923,13.846,12.885,12.528,12.293,11.153,10.619,10.511
FALSE POSITIVE,32.45541269,137.607894,0.726,7.3736,1.36E+05,0.395929,1.15766,23.48,0.1634,88.96,31,4869,4.71,-1.42,0.543,0.552,15.208,15.943,15.19,14.893,14.732,13.727,13.22,13.029
CANDIDATE,3.39401963,134.37164,0.166,2.984,9.84E+01,0.009127,1.06962,1.03,0.0448,88.9,391,6181,4.431,-0.16,1.029,1.036,15.42,15.87,15.37,15.227,15.129,14.291,13.872,13.861
FALSE POSITIVE,5.917085496,132.900327,0.095,23.7545,5.63E+05,0.703816,0.0211,75.86,0.0609,88.4,0,5661,4.383,-0.18,0.987,0.859,14.352,14.901,14.307,14.117,13.963,13.296,12.75,12.561
FALSE POSITIVE,0.958871144,131.6864267,0.533,2.74361,2.32E+05,0.471324,1.1168,45.91,0.0175,81.91,1395,5530,4.425,-0.34,0.892,0.773,14.164,14.738,14.117,13.918,13.821,12.818,12.431,12.351
FALSE POSITIVE,0.5402463,131.5521,0.9411,13.93,1.15E+03,0.037888,0.00337,6.2,0.0147,,2480,7296,4.249,-0.08,1.498,1.45,13.681,13.857,13.623,13.596,13.607,12.867,12.717,12.672
FALSE POSITIVE,1.288046428,132.00088,0.219,3.637,3.23E+01,0.005161,0.23063,2.18,0.0236,85.4,1046,5216,3.287,-0.66,3.871,1.058,12.479,13.068,12.425,12.227,12.096,11.131,10.739,10.675
FALSE POSITIVE,4.200206781,134.6578,1.07,5.21948,8.24E+04,0.500336,0.30581,105.07,0.0586,80.65,325,6873,4.051,0.04,1.923,1.518,12.843,13.312,12.794,12.644,,11.496,11.377,11.311
FALSE POSITIVE,6.091954982,137.5877592,0.953,3.60482,3.67E+04,0.270452,0.66123,26.96,0.0608,84.99,222,6063,4.424,-0.78,0.913,0.806,14.847,15.328,14.831,14.641,14.549,13.647,13.323,13.302
CANDIDATE,5.52507406,135.15435,0.152,2.565,6.15E+01,0.007094,2.7296,0.8,0.0599,89.47,184,5600,4.378,0.1,1.037,0.936,13.692,14.17,13.617,13.487,13.419,12.529,12.229,12.127
FALSE POSITIVE,485.52409,307.5674,71.3346,11.04,4.15E+03,70.387939,64.49529,6149.09,1.1661,85.37,3,5227,4.584,0.12,0.8,0.894,14.425,15.081,14.287,14.144,14.009,13.019,12.574,12.483
FALSE POSITIVE,0.76647343,132.034804,0.766,2.46345,2.00E+05,0.536836,1.21105,42.33,0.0149,76.77,925,5297,4.594,-0.42,0.722,0.746,15.572,16.232,15.518,15.289,15.145,14.118,13.621,13.486
FALSE POSITIVE,5.2439783,132.6829,0.82,10.1,9.35E+01,0.009893,0.01074,1.03,0.0593,70.84,128,6029,4.481,-0.14,0.956,1.005,14.967,15.439,14.903,14.765,14.646,13.74,13.461,13.339
FALSE POSITIVE,5.2436639,132.6741,0.66,10.53,9.35E+01,0.009365,0.01879,0.88,0.0578,77.34,256,6212,4.537,-0.6,0.862,0.932,15.789,16.235,15.763,15.598,15.516,14.616,14.287,14.238
FALSE POSITIVE,5.2438269,132.6874,0.228,8.235,1.29E+02,0.010067,0.0773,0.76,0.0521,87.29,263,4634,4.597,-0.12,0.689,0.685,15.914,16.882,15.839,15.5,15.256,14.163,13.583,13.758
FALSE POSITIVE,0.56678702,131.849,0.0063,3.074,7.50E+00,0.002516,0.21431,0.27,0.0128,89.95,2359,6045,4.375,-0.54,0.999,0.863,11.786,12.157,11.741,11.626,11.592,10.765,10.475,10.451
FALSE POSITIVE,2.19642864,133.4945,0.004,4.933,9.95E+01,0.008959,0.1655,0.79,0.0319,89.94,515,5376,4.576,-0.02,0.806,0.897,15.811,16.465,15.73,15.53,15.375,14.44,13.948,13.841
FALSE POSITIVE,2.19635512,133.515028,0.702,9.65516,2.67E+05,0.590144,0.07843,82.04,0.0319,75.02,613,6438,4.182,-0.82,1.273,0.899,13.685,14.028,13.656,13.538,13.485,12.628,12.363,12.31
FALSE POSITIVE,26.71841755,138.0518033,1.069,8.14155,7.30E+04,0.474898,0.44035,66.69,0.1682,87.6,50,5957,4.168,-0.42,1.286,0.888,13.144,13.665,13.091,12.92,,11.837,11.53,11.459
FALSE POSITIVE,0.615787196,131.71405,0.7452,3.067,1.11E+02,0.010423,0.12247,3.5,0.0158,56.72,2172,6315,3.603,-0.54,3.075,1.381,13.921,14.404,13.913,13.714,13.609,12.697,12.471,12.348
FALSE POSITIVE,548.08441,367.3828,0.1531,17.66,5.60E+02,0.021508,0.86399,2.35,1.3135,89.95,3,5780,4.438,,1,1,9.233,10.152,9.198,8.842,,13.614,12.796,12.307
FALSE POSITIVE,2.213964145,132.565776,0.634,6.7598,1.23E+05,0.345116,0.11656,57.06,0.0322,78.26,470,6256,4.037,-0.74,1.514,0.911,11.267,11.998,11.345,,,10.637,10.415,10.357
CANDIDATE,3.226232203,134.41924,0.145,0.4022,3.63E+01,0.006444,413.20212,1.01,0.0455,89.95,415,6534,4.203,-0.22,1.437,1.205,11.429,11.678,11.365,11.322,11.32,10.467,10.253,10.206
FALSE POSITIVE,1.025534511,132.4990072,0.883,3.52048,1.11E+05,0.435206,0.374,43.68,0.0195,71.26,1303,6267,4.487,-0.56,0.919,0.946,14.541,14.946,14.516,14.368,14.317,13.466,13.181,13.126
FALSE POSITIVE,7.64941291,132.1070518,0.231,6.56935,2.36E+05,0.454483,0.67853,53.4,0.0774,88.97,178,6387,4.398,-0.28,1.076,1.051,13.398,13.741,13.354,13.252,13.227,12.355,12.077,12.034
FALSE POSITIVE,13.17480793,136.4631739,1.065,3.37392,7.11E+04,0.469029,3.00472,51.06,0.1086,87.98,99,6067,4.433,-0.24,0.997,0.981,14.098,14.538,14.041,13.91,13.803,12.944,12.592,12.549
FALSE POSITIVE,0.655094658,131.78278,1.22,6.159,3.72E+02,0.238988,0.08327,26.41,0.0153,9.25,2055,6063,4.476,0.07,1.012,1.117,15.543,16.032,15.49,15.333,15.258,14.423,14.062,14.079
FALSE POSITIVE,0.692239369,131.584611,1.074,2.91121,6.30E+04,0.452116,0.39476,67.05,0.0149,60.09,966,6163,4.137,-0.52,1.358,0.922,12.958,13.366,12.928,12.783,12.735,11.806,11.493,11.439
FALSE POSITIVE,17.03085756,145.542727,1.047,4.24308,7.78E+04,0.474955,2.11536,73.8,0.1233,88.12,76,5575,4.066,-0.26,1.423,0.86,14.461,15.074,14.419,14.197,14.073,13.085,12.686,12.609
CANDIDATE,2.352446342,131.9380482,0.755,1.6802,3.25E+01,0.005663,1.25108,1.24,0.0376,83.94,570,6749,3.941,-0.34,2.003,1.28,12.047,12.234,11.984,11.944,11.977,11.192,11.023,10.99
FALSE POSITIVE,43.797829,172.60192,0.489,7.70289,4.15E+05,0.662236,3.24257,93.43,0.2649,89.59,0,6860,4.326,-0.1,1.292,1.3,13.478,13.759,13.438,13.357,13.335,12.565,12.358,12.271
FALSE POSITIVE,4.254417651,133.8376474,1.165,6.55436,2.95E+05,0.992082,0.56598,133.79,0.0515,81.78,320,6292,4.256,-0.36,1.235,1.002,13.438,13.757,13.378,13.302,,12.254,11.966,11.903
FALSE POSITIVE,18.77816216,149.6776416,0.357,8.1018,4.88E+05,0.683154,1.32753,127.57,0.1529,89.3,0,6794,4.102,-0.2,1.71,1.356,13.944,14.271,13.906,13.804,13.734,12.902,12.709,12.617
FALSE POSITIVE,1.575710265,131.692741,0.83,6.83787,1.74E+05,0.526347,0.12213,246.75,0.0304,70.78,864,5017,3.35,0.02,4.293,1.505,12.392,13.207,12.316,12.043,11.812,10.858,10.377,10.213
FALSE POSITIVE,2.534740757,133.477837,0.51,4.85013,3.64E+05,0.615852,0.70422,52.52,0.0339,85.29,532,5810,4.56,-0.62,0.781,0.808,13.798,14.256,13.762,13.602,13.539,12.652,12.287,12.239
FALSE POSITIVE,37.59406667,168.578815,1.197,8.9943,2.86E+04,0.430244,0.20933,43.08,0.2055,87.26,28,5941,4.426,-0.6,0.917,0.817,15.632,16.115,15.602,15.425,15.328,14.396,13.926,13.903
FALSE POSITIVE,3.6972959,131.753,0.995,21.335,1.97E+01,0.006165,0.00146,1.07,0.0501,12.18,378,6313,4.12,0,1.594,1.22,11.956,12.36,11.97,,,11.102,10.868,10.824
FALSE POSITIVE,6.855624762,136.0224296,0.877,3.02199,7.09E+04,0.333741,2.13783,33.93,0.0694,87.12,200,6109,4.476,-0.4,0.931,0.946,14.767,15.195,14.722,14.583,14.502,13.608,13.262,13.23
FALSE POSITIVE,80.7060641,139.436835,0.956,6.8899,1.19E+04,0.149292,0.54118,15.47,0.3687,89.04,18,6053,4.494,-0.16,0.949,1.025,15.395,15.862,15.357,15.195,15.147,14.308,13.959,13.938
FALSE POSITIVE,2.17814513,132.02979,0.78,2.321,1.36E+02,0.011727,0.41326,1.22,0.0332,80.44,606,6053,4.494,-0.16,0.949,1.025,15.395,15.862,15.357,15.195,15.147,14.308,13.959,13.938
FALSE POSITIVE,1.089077111,132.024245,0.63,3.8834,3.04E+05,0.604175,0.59354,77.59,0.0205,79.13,0,6126,4.285,-0.3,1.176,0.972,9.177,9.489,9.112,9.043,9.02,8.243,7.985,7.899
FALSE POSITIVE,1.089057762,132.03859,0.185,1.637,3.74E+01,0.005493,2.06582,0.44,0.0189,87.91,1226,5096,4.582,-0.2,0.737,0.758,14.122,14.806,14.056,13.829,13.672,12.747,12.207,12.163
FALSE POSITIVE,0.379412331,131.61159,0.243,1.561,5.94E+02,0.021795,0.9745,1.59,0.009,82.85,814,4331,4.62,0.07,0.666,0.675,14.785,15.527,14.746,14.465,,15.466,14.9,14.369
FALSE POSITIVE,0.585940879,131.705742,1.254,4.6979,1.94E+03,0.305249,0.12722,26.57,0.0132,18.42,1938,5459,4.583,-0.12,0.797,0.893,15.912,16.524,15.851,15.65,15.54,14.587,14.106,14.025
CANDIDATE,3.90735046,133.7385,0.088,2.896,1.09E+02,0.009441,1.38681,0.83,0.0469,89.51,339,5497,4.577,-0.1,0.809,0.907,15.283,15.86,15.215,15.036,14.944,13.974,13.549,13.539
FALSE POSITIVE,0.646523404,131.6881,0.494,3.917,2.52E+01,0.004755,0.10496,0.85,0.0167,68.09,2085,7257,4.185,-0.06,1.631,1.487,12.884,13.047,12.83,12.832,12.865,12.1,11.934,11.886
FALSE POSITIVE,0.626431697,131.899296,1.145,2.0171,3.72E+04,0.432421,0.662,34.05,0.0127,61.43,1180,5134,4.56,-0.44,0.721,0.688,15.594,16.319,15.546,15.283,15.09,14.054,13.599,13.448
FALSE POSITIVE,2.696354974,132.9926416,0.324,5.39585,2.46E+05,0.468086,0.4421,80.71,0.0391,86.65,501,6472,4.08,-0.4,1.579,1.093,11.009,11.234,10.934,10.856,10.865,10.168,9.974,9.94
CANDIDATE,377.501257,278.8375,0.033,11.98,5.41E+02,0.021072,1.96796,2.16,1.0357,89.99,4,5751,4.508,0.14,0.94,1.038,15.044,15.473,14.989,14.861,14.827,13.932,13.589,13.529
FALSE POSITIVE,14.76288917,133.7747853,1.046,6.52705,7.93E+04,0.477159,0.51168,53.72,0.1128,86.68,94,5691,4.354,-0.16,1.031,0.875,15.095,15.653,15.048,14.856,14.763,13.831,13.455,13.398
FALSE POSITIVE,4.5638537,133.2096,0.9866,13.05,7.19E+01,0.01137,0.00141,2.97,0.0587,31.51,300,5446,3.793,0.07,2.39,1.293,13.984,14.633,13.892,13.705,13.56,12.485,11.98,11.911
FALSE POSITIVE,1.463775066,132.80636,0.719,0.953,4.51E+01,0.006656,5.06499,1.2,0.0277,85.04,917,6781,4.125,-0.22,1.651,1.333,13.169,13.447,13.132,13.05,13.011,12.242,12.02,11.96
FALSE POSITIVE,8.098754149,134.775324,1.467,5.62354,5.66E+04,0.776929,0.39874,123.02,0.0817,82.43,167,6328,4.16,-0.18,1.45,1.107,11.587,12.185,11.639,,,10.639,10.412,10.378
FALSE POSITIVE,0.587938916,132.057929,1.257,1.40211,7.34E+03,0.370942,0.56785,29.98,0.0122,54.81,1826,5237,4.543,-0.46,0.74,0.698,12.735,13.343,12.69,12.475,12.372,11.365,10.974,10.846
FALSE POSITIVE,246.87131,220.3739,0.327,10.69,4.34E+02,0.019292,1.53175,2.02,0.7793,89.89,6,6168,4.488,-0.24,0.96,1.034,15.884,16.276,15.829,15.716,15.501,14.399,13.84,13.682
FALSE POSITIVE,1.559090282,131.7719964,0.375,4.95211,2.27E+05,0.453231,0.33264,129.87,0.032,83.84,862,7279,3.856,-0.04,2.624,1.8,13.575,13.773,13.51,13.458,13.441,12.645,12.458,12.401
FALSE POSITIVE,1.81993557,132.52714,0.768,2.43,1.09E+02,0.01048,0.32628,0.66,0.0242,78.49,735,4205,4.668,-0.38,0.578,0.567,15.435,16.631,15.393,14.922,14.659,13.552,12.909,12.759
FALSE POSITIVE,0.612888148,131.96372,0.534,2.822,4.31E+01,0.006237,0.20491,0.93,0.0154,70.46,2195,6720,4.276,-0.08,1.368,1.294,13.725,13.997,13.661,13.601,13.599,12.774,12.578,12.539
FALSE POSITIVE,15.54135882,141.9557755,1.25,2.44433,1.03E+04,0.385945,1.93409,149.19,0.1297,87.54,87,5092,3.42,-0.26,3.54,1.201,12.658,13.281,12.61,12.392,12.28,11.263,10.814,10.738
CANDIDATE,7.1969168,133.4145,0.502,4.525,4.71E+01,0.006392,0.43809,1.1,0.0731,87.29,187,5530,4.045,0.12,1.575,1.004,13.44,13.922,13.372,13.234,13.168,12.223,11.877,11.803
FALSE POSITIVE,12.8177012,143.6091,0.0006,3.465,7.56E+01,0.00801,2.66333,1.21,0.1069,89.95,101,6290,4.151,-0.44,1.385,0.99,13.505,13.893,13.473,13.339,13.279,12.425,12.179,12.189
FALSE POSITIVE,2.274628199,132.0170362,0.986,4.52648,1.04E+05,0.490353,0.3224,104.26,0.0353,77.21,590,6389,3.914,-0.44,1.947,1.134,11.152,11.773,11.208,,,10.522,10.309,10.262
FALSE POSITIVE,85.338393,215.564,0.004,8.5,6.33E+02,0.022235,1.25189,11.4,0.3912,90,15,4850,3.134,-0.04,4.696,1.095,12.881,13.68,12.834,12.539,12.372,11.267,10.748,10.643
FALSE POSITIVE,5.499941793,132.816764,0.531,11.3096,4.78E+04,0.208384,0.04361,59.94,0.0728,82.59,250,7079,3.827,-0.16,2.634,1.695,13.37,13.613,13.303,13.266,13.239,12.432,12.238,12.212
FALSE POSITIVE,2.629870555,132.067717,0.705,6.606,1.01E+05,0.322419,0.1209,34.05,0.0349,78.5,515,5566,4.382,-0.2,0.967,0.822,14.043,14.614,13.997,13.799,13.719,12.601,12.255,12.114
CANDIDATE,0.947554749,131.87955,0.058,1.097,6.54E+01,0.00734,6.23452,0.67,0.0186,89.51,1410,5508,4.569,0.07,0.84,0.955,13.853,14.368,13.805,13.632,13.547,12.659,12.264,12.223
FALSE POSITIVE,6.62761199,132.5466377,0.753,6.15281,2.27E+05,0.563514,0.62576,82.03,0.0714,86.19,203,6316,4.231,-0.12,1.333,1.102,13.558,13.931,13.508,13.398,13.346,12.525,12.258,12.194
CANDIDATE,50.271927,160.466,0.205,6.073,5.75E+02,0.022157,1.90128,2.94,0.2894,89.81,24,6520,4.375,0.07,1.215,1.279,15.923,16.342,15.882,15.744,15.719,14.868,14.612,14.558
FALSE POSITIVE,28.59788033,152.9842901,0.356,7.71925,8.60E+04,0.274826,0.96273,74.25,0.2032,89.41,47,6590,3.787,-0.34,2.474,1.368,13.119,13.415,13.075,12.991,12.98,12.154,11.923,11.857
FALSE POSITIVE,30.47651885,136.972882,0.6,10.2264,3.27E+05,0.609498,0.80202,71.42,0.1822,88.99,0,5527,4.315,-0.02,1.073,0.867,13.901,14.481,13.837,13.652,13.551,12.598,12.23,12.148
FALSE POSITIVE,252.1638623,191.470778,1.149,23.92,1.04E+05,0.623715,0.23487,50.74,0.7319,89.29,4,5432,4.608,-0.32,0.745,0.834,15.793,16.433,15.755,15.518,15.366,14.472,13.956,13.849
FALSE POSITIVE,22.27119851,134.7601462,0.775,4.58598,1.79E+05,0.499178,4.12031,39.79,0.1376,89.07,47,5068,4.556,-0.34,0.73,0.698,15.362,16.109,15.324,15.043,14.889,13.821,13.332,13.286
FALSE POSITIVE,73.89416352,159.9005068,0.27,9.48995,2.14E+05,0.426581,2.00498,39.18,0.3146,89.81,16,5442,4.469,-0.34,0.841,0.759,15.329,15.973,15.304,15.053,14.919,13.993,13.635,13.617
FALSE POSITIVE,1.124033822,131.62878,0.719,5.5728,2.48E+05,0.574424,0.21394,98.04,0.0239,72.77,954,7141,4.208,-0.08,1.563,1.442,13.016,13.215,12.95,12.928,12.922,12.137,12.001,11.994
FALSE POSITIVE,2.796661168,134.032331,1.276,3.3781,2.36E+03,0.329252,0.04698,47.68,0.0375,61.66,387,6331,4.146,-0.74,1.326,0.898,13.742,14.137,13.715,13.572,13.485,12.636,12.347,12.262
FALSE POSITIVE,15.28870918,132.8060911,0.372,5.00366,5.12E+05,0.694921,4.65954,54.56,0.1077,89.45,0,4464,4.577,0.2,0.719,0.711,15.993,17.128,15.999,15.507,15.176,14.002,13.311,13.233
FALSE POSITIVE,1.83592242,132.077813,1.189,5.9942,3.07E+04,0.43438,0.06578,46.3,0.0297,58.43,729,5930,4.472,-0.02,0.976,1.029,13.134,13.534,13.082,12.964,,11.949,11.68,11.575
CANDIDATE,128.208643,230.1943,0.811,2.745,2.12E+02,0.014778,11.87792,6.15,0.6005,89.79,6,7128,3.52,-0.5,3.811,1.754,11.036,11.167,10.993,10.985,11.035,10.29,10.134,10.093
FALSE POSITIVE,1.516372183,131.83387,0.596,1.239,9.38E+01,0.009284,3.68624,1.06,0.027,85.53,702,6142,4.456,0.07,1.046,1.143,15.16,15.645,15.109,14.953,14.888,14.004,13.696,13.652
FALSE POSITIVE,8.784575777,134.6752148,0.5,5.3022,2.63E+05,0.500326,1.41287,104.57,0.1022,88.4,122,8144,4.139,0.07,1.914,1.841,12.444,12.501,12.426,12.496,12.563,11.896,11.774,11.775
FALSE POSITIVE,1.949700508,132.4267375,1.153,4.35014,3.81E+04,0.430688,0.15712,56.11,0.033,68.61,555,6469,4.385,0.07,1.193,1.26,11.419,11.684,11.346,11.305,11.309,10.517,10.305,10.268
FALSE POSITIVE,9.948701373,138.55412,1.277,3.2922,2.75E+03,0.340124,0.162,29.19,0.082,82.24,110,5152,4.517,-0.2,0.786,0.741,15.456,16.204,15.393,15.135,14.92,13.842,13.388,13.291
FALSE POSITIVE,3.457078812,131.8058069,0.317,5.24058,3.16E+05,0.532167,0.69768,86.12,0.0478,87.61,629,6526,4.182,-0.2,1.482,1.223,13.585,13.584,13.512,13.589,,12.373,12.113,12.064
FALSE POSITIVE,3.735993484,135.062493,0.993,17.4877,6.18E+05,1.289667,0.06991,571.07,0.0554,74.53,0,5467,3.432,-0.34,4.055,1.62,13.93,14.642,13.94,13.624,13.303,11.797,11.267,11.108
CANDIDATE,6.63448023,137.0694,0.116,3.603,7.12E+01,0.007791,1.2036,1.04,0.0719,89.53,203,6463,4.313,-0.2,1.225,1.126,13.805,14.163,13.754,13.652,13.578,12.778,12.523,12.46
FALSE POSITIVE,12.4239677,141.676,0.007,16.01,1.62E+02,0.01136,0.02679,0.87,0.0922,89.94,110,4995,4.58,-0.4,0.698,0.677,15.706,16.482,15.656,15.374,15.175,14.082,13.629,13.551
FALSE POSITIVE,0.639721284,131.8546732,0.404,2.69771,4.66E+05,0.682637,1.43235,46.59,0.0123,82.61,2094,4794,4.633,-0.62,0.625,0.612,14.767,15.62,14.731,14.401,14.167,13.061,12.523,12.406
FALSE POSITIVE,1.25338826,132.6307,0.469,3.828,4.47E+01,0.006236,0.15342,0.64,0.0232,78.43,1076,5869,4.513,0.07,0.942,1.054,13.907,14.41,13.869,13.692,13.591,12.747,12.414,12.348
CANDIDATE,1.002591901,131.65849,0.312,1.247,1.43E+02,0.010829,3.94521,0.87,0.0178,86.99,1331,4893,4.574,-0.06,0.739,0.746,15.79,16.653,15.721,15.42,15.311,14.158,13.632,13.498
FALSE POSITIVE,1.620813697,132.727367,0.636,5.9968,1.21E+05,0.341926,0.12892,43.95,0.0253,75.92,835,5757,4.209,-0.4,1.177,0.818,13.242,13.75,13.203,13.025,12.944,12.025,11.679,11.591
CANDIDATE,3.37116682,132.0176,0.318,4.708,7.14E+01,0.007721,0.24369,0.98,0.0434,86.55,313,5653,4.288,0.1,1.163,0.958,15.03,15.613,14.963,14.78,14.672,13.741,13.379,13.239
FALSE POSITIVE,5.2434664,132.7707,1.016,18.47,1.19E+02,0.033836,0.00093,2.83,0.0549,23.3,224,5047,4.574,0,0.766,0.802,14.901,16.02,14.668,14.421,14.221,13.29,12.841,12.796
FALSE POSITIVE,5.2439542,132.6525,0.223,9.82,1.44E+02,0.010715,0.0463,0.81,0.0538,86.86,264,4920,4.636,-0.22,0.691,0.768,15.924,16.7,15.866,15.592,15.436,14.417,13.843,13.749
FALSE POSITIVE,5.2441517,132.6668,0.557,9.69,9.01E+01,0.009001,0.0309,0.91,0.0593,80.98,264,6060,4.509,-0.22,0.925,1.008,15.862,16.328,15.819,15.662,15.6,14.723,14.438,14.332
FALSE POSITIVE,5.2443332,132.6164,0.775,11.268,2.99E+01,0.005478,0.00994,0.58,0.0603,71.45,264,5952,4.489,0.02,0.971,1.057,13.636,14.084,13.566,13.444,13.394,12.477,12.202,12.134
FALSE POSITIVE,20.72606991,143.201391,0.989,6.47393,1.19E+05,0.52694,1.01817,51.9,0.1471,88.01,66,6011,4.522,-0.24,0.902,0.988,14.069,14.489,14.007,13.888,13.822,12.95,12.603,12.562
FALSE POSITIVE,0.566801447,131.79977,0.615,2.352,1.62E+01,0.003854,0.2665,0.57,0.0135,68.18,2380,5966,4.184,-0.1,1.349,1.014,12.766,13.131,12.72,12.61,12.564,11.728,11.427,11.368
FALSE POSITIVE,0.566794934,131.84569,0.974,4.399,6.89E+01,0.010029,0.06052,1.15,0.0138,15.15,1222,6395,4.436,-0.26,1.049,1.094,14.944,15.331,14.904,14.779,14.738,13.924,13.59,13.517
FALSE POSITIVE,0.566800287,131.815992,0.648,3.487,7.39E+01,0.008292,0.11559,0.88,0.0136,58.84,2369,6075,4.486,-0.12,0.969,1.048,15.124,15.599,15.082,14.921,14.885,13.967,13.624,13.61
FALSE POSITIVE,0.566791946,131.8145,0.982,2.77,1.26E+02,0.014498,0.0722,1.54,0.0138,23.41,2011,5836,4.5,0.21,0.97,1.087,15.915,16.48,15.852,15.672,15.606,14.665,14.318,14.16
FALSE POSITIVE,0.566790294,131.83481,0.393,3.641,6.40E+01,0.00744,0.13099,0.89,0.0134,72.5,2371,6100,4.358,-0.2,1.093,0.993,14.897,15.362,14.85,14.698,14.589,13.752,13.42,13.355
FALSE POSITIVE,0.566799725,131.8211,0.33,4.097,4.67E+01,0.006244,0.10625,0.77,0.0131,74.25,2016,5576,4.297,0.1,1.132,0.928,14.53,15.138,14.462,14.269,14.205,13.221,12.812,12.746
FALSE POSITIVE,0.566801325,131.82499,0.77,4.176,9.21E+01,0.009594,0.07976,1.07,0.0138,45.88,2372,6273,4.454,-0.2,1.021,1.077,15.42,15.839,15.374,15.241,15.184,14.282,13.935,13.826
